BUDGET,POPULARITY,REVENUE,RUNTIME,VOTE_AVERAGE,VOTE_COUNT,release_year,release_month,New_Budget,New_Revenue,New_Vote_Avg
40000000,11.225,16872671,103.0,5.6,313,2002,4,61243999,25833746,6
24000000,5.528,11875866,128.0,5.8,195,2005,4,34444800,17044242,6
2200000,2.93,3600000,115.0,3.8,14,2009,10,2769580,4532040,4
7000000,6.977,4720371,113.0,6.4,31,2001,12,11020800,7431752,6
45000000,9.608,20350754,131.0,5.2,630,1995,9,82314000,37225599,5
7700000,4.646,6600000,161.0,4.6,25,2009,11,9693530,8308739,5
80000000,12.92,96105964,129.0,6.4,955,2004,7,117896000,141631359,6
25000,9.094,179780,93.0,6.9,146,2006,10,34705,249570,7
14000000,7.282,6856989,104.0,5.3,56,2005,3,20092800,9841150,5
400000,4.398,1163450,112.0,6.8,9,2004,2,589480,1714576,7
50000000,4.022,82169884,121.0,6.2,1439,2007,6,67230000,110485626,6
5000000,6.082,648183,88.0,5.4,54,2006,3,6941000,899807,5
3300000,9.742,127392239,80.0,7.0,776,2005,1,4736160,182833341,7
5000000,13.193,11724119,90.0,5.8,482,2013,8,5901499,13837977,6
25000000,7.859,1677131,114.0,5.6,85,1998,1,42227500,2832841,6
14000000,6.994,13249535,101.0,6.2,95,1992,12,27875400,26381149,6
5000000,6.01,7338987,129.0,7.8,162,2002,2,7655499,11236722,8
1000000,8.673,24444121,135.0,7.6,487,1996,8,1779300,43493424,8
2000000,2.545,7,92.0,5.0,4,1999,10,3326600,11,5
10000000,10.682,1895782,89.0,5.4,296,2009,7,12589000,2386599,5
5000000,4.242,48125,94.0,6.8,134,2013,2,5901499,56801,7
700000,7.076,31576,77.0,6.0,74,2007,8,941220,42457,6
3500000,2.419,9112193,88.0,5.7,34,2009,5,4406150,11471339,6
6600000,8.727,1851517,124.0,6.7,528,2014,8,7677120,2153684,7
12000000,8.468,20354321,122.0,6.7,100,2006,2,16658400,28255868,7
50,0.71,60,92.0,5.8,5,2007,2,67,80,6
4000000,11.34,866999,101.0,6.4,202,2005,1,5740800,1244316,6
44000000,9.478,13681765,192.0,6.9,192,1995,12,80484800,25026684,7
25000000,11.771,51702483,100.0,5.5,266,1996,9,44482500,91994228,6
8256269,8.479,460978,97.0,6.2,94,2003,3,12443023,694739,6
7,2.15,12,138.0,5.7,25,2013,11,8,14,6
11000000,8.479,11439193,97.0,6.7,191,1994,9,20647000,21471365,7
8000000,10.09,8279017,92.0,6.7,334,2000,5,13021600,13475755,7
50000000,16.682,79958599,101.0,5.5,255,2001,3,78720000,125886818,6
8000000,8.581,41400000,101.0,7.3,227,2003,1,12056800,62393940,7
8000000,7.703,8826094,107.0,6.6,195,2001,1,12595200,13895802,7
30000000,8.006,14000000,110.0,5.0,103,2004,2,44211000,20631800,5
5900000,3.018,19000000,161.0,5.4,24,2014,10,6862880,22100800,5
4500000,11.394,23261485,104.0,6.5,46,1998,8,7600950,39290974,6
7000000,8.812,7292175,96.0,5.9,61,1999,1,11643100,12129074,6
9000000,13.58,2395231,117.0,6.6,477,1993,6,17393400,4629023,7
20000000,8.157,13204291,133.0,6.4,103,2008,7,26145999,17261969,6
8000000,7.719,1868949,94.0,6.1,65,2002,4,12248800,2861547,6
2900000,8.648,296557,90.0,7.2,388,2009,10,3650809,373335,7
16000000,8.581,18928871,100.0,6.5,211,2007,6,21513600,25451759,6
24000000,9.316,13700000,84.0,5.2,84,2000,10,39064800,22299490,5
24000000,6.383,2642983,102.0,5.5,60,1997,11,41486400,4568660,6
35000000,12.3,4858139,140.0,6.3,253,1993,1,67641000,9388839,6
30000000,11.952,53653224,113.0,7.2,1530,2006,9,41646000,74481405,7
11000000,7.467,32861136,139.0,7.2,81,1993,8,21258600,63507431,7
5500000,7.917,16722143,116.0,6.0,203,2012,4,6625850,20145165,6
12000000,7.22,4166918,94.0,5.8,53,1997,10,20743200,7202934,6
36500000,4.397,21834845,115.0,5.5,62,2008,12,47716450,28544692,6
5000000,7.799,5502773,91.0,6.4,138,1998,8,8445500,9294733,6
40000000,6.376,9243140,144.0,5.7,80,1990,11,87504000,20220293,6
12516654,8.212,8109160,78.0,7.7,339,2012,12,15078813,9769105,8
8500000,8.784,16000000,88.0,7.3,119,2002,2,13014350,24497600,7
569217,2.801,569217,90.0,5.0,41,2003,10,857866,857866,5
1670000,3.5,4900000,160.0,7.9,47,2012,8,2011849,5903030,8
31000000,9.338,185260553,117.0,7.0,697,1996,8,55158300,329634101,7
65000000,13.738,117758500,93.0,6.4,938,1999,9,108114500,195867713,6
10000000,8.272,55089,100.0,6.0,77,2010,8,12632000,69588,6
60000000,20.081,137587063,96.0,7.2,3172,2007,2,80676000,184999564,7
4500000,5.993,432671,90.0,5.1,46,2004,5,6631650,637627,5
9000000,8.229,10000000,92.0,5.0,57,1993,4,17393400,19326000,5
5000000,7.339,4856298,105.0,6.2,84,2003,11,7535500,7318926,6
9500000,7.059,12250,168.0,7.8,547,2012,5,11444650,14757,8
3000000,5.254,1449945,80.0,4.1,32,2007,6,4033800,1949596,4
74500000,8.456,62172050,109.0,7.1,568,2004,7,109790650,91622950,7
18000000,6.468,7365250,90.0,4.6,33,2007,5,24202800,9903315,5
14000000,9.203,10424470,86.0,5.6,166,2001,2,22041600,16412285,6
3000000,1.937,6600000,141.0,6.2,11,2009,5,3776699,8308739,6
4200000,0.916,2600000,163.0,5.0,1,2010,10,5305440,3284320,5
70000,1.493,354877,94.0,5.1,11,2014,1,81424,412792,5
8000000,7.976,3432342,99.0,7.2,220,2003,5,12056800,5172882,7
25000000,6.11,777423,117.0,6.8,42,1998,11,42227500,1313145,7
3512454,0.6,115860,95.0,6.2,47,2013,3,4145749,136749,6
6,3.797,7,103.0,3.0,6,2007,6,8,9,3
5000000,9.566,846704,99.0,3.9,40,2014,12,5816000,984886,4
35000000,9.324,635096,138.0,6.4,116,1999,11,58215500,1056355,6
12000000,3.95,17000000,154.0,4.5,46,2009,1,15106799,21401300,4
14000000,10.585,6413915,86.0,5.2,123,2002,1,21435400,9820345,5
2079000,7.362,4099000,183.0,7.0,166,2001,7,3273177,6453465,7
4000000,6.288,851545,113.0,6.7,21,1995,7,7316800,1557646,7
3000000,7.558,2503829,102.0,6.8,117,1996,9,5337900,4455062,7
13000000,9.99,17040871,92.0,7.0,88,2003,10,19592300,25682296,7
23000000,8.728,10827816,102.0,6.8,141,1999,3,38255900,18009906,7
40000000,9.862,70100000,117.0,5.5,334,1992,6,79644000,139576110,6
50000000,13.421,32017803,107.0,7.0,2447,2007,5,67230000,43051137,7
15000000,11.604,30238577,122.0,5.7,88,2003,9,22606500,45572559,6
7000000,7.728,14011454,95.0,6.8,55,1999,8,11643100,23305251,7
3500000,5.081,9250000,159.0,5.8,35,2004,12,5157950,13631725,6
6000000,9.584,1066471,93.0,7.1,293,2013,2,7081799,1258755,7
2000000,8.275,1477002,98.0,6.6,552,2015,7,2291200,1692053,7
6843500,6.474,10703234,0.0,5.9,386,2012,12,8244364,12894185,6
2000000,9.022,54606,100.0,7.5,1384,2014,6,2326400,63517,8
25000000,11.855,28831145,109.0,6.7,621,2014,11,29080000,33536387,7
48000000,9.741,35743308,132.0,6.5,279,2001,10,75571200,56274264,6
10000000,4.547,952820,88.0,5.5,8,2007,10,13446000,1281161,6
6000000,6.994,14348529,98.0,5.8,475,2014,4,6979200,16690208,6
22000000,12.34,221303188,127.0,6.8,386,1990,7,48127200,484122854,7
1400000,2.951,435000,90.0,6.0,4,2007,9,1882440,584901,6
10000000,12.03,17689177,100.0,6.1,213,1995,2,18292000,32357042,6
11000000,5.856,32000000,85.0,5.7,94,2009,9,13847899,40284800,6
10000000,8.593,598645,89.0,4.5,157,2002,11,15310999,916585,4
26400000,5.934,62000000,155.0,6.4,120,2010,1,33348480,78318400,6
852510,8.103,1185783,114.0,7.6,395,2007,8,1146284,1594403,8
11000000,3.65,7200000,105.0,5.6,53,2012,3,13251700,8673840,6
600000,7.692,4000000,99.0,6.8,203,1999,4,997980,6653200,7
310000,1.9,2300000,142.0,7.3,3,1999,4,515623,3825590,7
1500000,7.457,712294,111.0,6.3,98,2005,3,2152800,1022284,6
37931000,3.389,47431461,77.0,6.7,846,1990,11,82977855,103761064,7
10000000,8.162,22896728,100.0,5.0,102,2008,7,13072999,29932892,5
15000000,9.664,46905889,111.0,5.9,187,1998,4,25336500,79228737,6
40000000,11.404,28972508,89.0,5.5,179,2009,8,50356000,36473490,6
8000000,8.238,53086,112.0,5.6,83,2014,12,9305600,61749,6
14000020,10.009,19777647,112.0,7.6,722,2007,5,18824426,26593024,8
20000000,7.686,610792,112.0,5.8,50,2012,12,24094000,735821,6
25000000,11.594,4388563,105.0,5.9,180,2009,5,31472499,5524761,6
4500000,8.451,13417292,142.0,7.5,310,1996,5,8006850,23873387,8
6500000,8.744,22889018,127.0,7.4,417,2006,3,9023300,31774534,7
3800000,6.711,17804565,122.0,7.2,161,2007,9,5109480,23940018,7
7000000,10.42,409144,123.0,6.4,81,1996,6,12455100,727989,6
9000000,10.22,985117,104.0,6.0,270,2009,9,11330100,1240163,6
11000000,10.219,38105395,114.0,7.4,324,2008,9,14380299,49815182,7
2000000,4.807,33700,86.0,6.4,23,2004,7,2947400,49663,6
9000000,5.945,334319,103.0,6.4,52,1997,9,15557400,577903,6
2900000,8.414,11581469,142.0,7.1,110,2007,5,3899340,15572443,7
14500000,5.788,22963701,128.0,6.8,245,2006,9,20128900,31878209,7
16000000,9.095,15427192,96.0,5.5,99,2000,3,26043200,25110840,6
5473145,8.664,19888231,91.0,5.4,98,2005,9,7855057,28543589,5
6000000,16.89,5617391,76.0,7.5,611,1993,12,11595600,10856169,8
14000000,3.168,161001698,93.0,7.6,7,1997,2,24200400,278307535,8
1000000,7.863,1296971,88.0,5.7,71,2009,7,1258900,1632756,6
10000000,4.722,9069,85.0,6.1,15,2009,10,12589000,11416,6
20000000,9.042,26877589,101.0,6.1,176,1996,12,35586000,47823294,6
10000000,11.848,295750,99.0,6.6,363,2009,8,12589000,372319,7
10,0.895,100,145.0,3.3,6,2014,10,11,116,3
6000000,2.911,1431461,110.0,4.6,9,2013,1,7081799,1689553,5
823258,7.836,823258,105.0,6.1,100,2004,1,1213235,1213235,6
6000000,7.061,1193062,91.0,3.9,69,1991,10,12454200,2476438,4
15000000,10.282,55184721,113.0,6.4,77,2007,12,20169000,74201375,6
40000000,6.828,23202444,138.0,6.5,42,1991,11,83028000,48161313,6
50000000,17.563,16671505,99.0,6.1,817,1994,1,93850000,31292414,6
10500000,8.368,26325256,113.0,5.7,41,1995,6,19206600,48154158,6
8000000,8.46,33579813,133.0,7.4,99,2005,4,11481600,48193747,7
7000000,8.386,10569964,95.0,6.0,162,2008,11,9151100,13818113,6
80000000,11.601,159212469,115.0,6.1,958,1996,6,142344000,283286746,6
14000000,11.006,5710236,101.0,6.3,68,2006,10,19434800,7926949,6
15700000,9.727,23570541,98.0,6.5,1049,2012,11,18913790,28395430,6
75000000,16.12,200276000,121.0,6.9,2466,2008,12,98047500,261820814,7
10000000,11.428,17287309,97.0,5.9,768,2014,9,11632000,20108597,6
20000000,7.301,13391174,123.0,6.2,29,2006,10,27764000,18589627,6
250000,11.648,12021272,114.0,6.8,896,1997,4,432150,20779970,7
20000000,9.806,138700000,110.0,6.1,496,1990,5,43752000,303420120,6
18000000,4.342,6375979,100.0,5.9,23,1992,3,35839800,12695211,6
2000000,4.832,120000,93.0,5.1,22,2013,10,2360600,141636,5
26000000,8.873,38793283,94.0,5.1,181,2002,3,39808600,59396395,5
12,3.344,17,155.0,5.8,41,2012,6,14,20,6
20000000,11.653,9771658,89.0,6.5,667,1994,11,37540000,18341402,6
6000000,3.072,400000,130.0,4.6,26,2009,7,7553399,503559,5
26000000,11.096,48563556,93.0,4.6,165,2004,12,38316200,71568112,5
8000000,5.895,12671300,116.0,6.4,128,2006,6,11105600,17590298,6
1000000,7.547,1744858,96.0,6.6,51,2000,1,1627700,2840105,7
38000000,9.186,17380126,118.0,5.9,183,1996,9,67613400,30924458,6
3000000,8.284,5923000,88.0,5.8,75,2004,3,4421100,8728725,6
1500000,9.131,5728953,93.0,5.8,164,1990,9,3281400,12532657,6
40,10.012,43,116.0,5.2,197,1994,10,75,80,5
25000000,9.287,12320393,95.0,4.8,106,2001,10,39360000,19397226,5
2000000,8.061,265198,87.0,6.0,48,2007,6,2689200,356585,6
2000000,5.056,1075504,99.0,7.4,34,2000,1,3255400,1750597,7
4000000,1.638,1500000,0.0,6.0,18,2001,12,6297600,2361600,6
14000000,15.215,115592,106.0,6.4,129,2008,10,18302200,151113,6
40000000,8.27,10959475,93.0,4.9,58,2002,11,61243999,16780052,5
400000,5.087,152322,105.0,6.8,21,1991,7,830280,316174,7
22000000,9.129,35424826,108.0,6.2,582,2009,9,27695799,44596313,6
80000000,32.476,294804195,138.0,8.2,16553,2010,2,101056000,372396659,8
20000000,11.048,4609644,99.0,6.3,335,2007,8,26892000,6198127,6
6400000,3.059,2556911,130.0,7.1,20,2008,10,8366719,3342649,7
5000000,4.616,30000000,48.0,6.3,11,2004,2,7368500,44211000,6
13000000,9.203,4857367,120.0,6.8,483,2006,6,18046600,6742996,7
1000000,9.04,86872,92.0,5.7,81,2005,7,1435200,124678,6
25000000,15.479,84565230,107.0,6.2,1033,1999,9,41582500,140657347,6
18000000,10.972,25312387,94.0,6.0,325,2014,7,20937600,29443368,6
30000000,0.6,68129518,131.0,6.4,211,2013,9,35409000,80413270,6
3500000,10.92,9538948,96.0,5.5,142,1996,8,6227550,16972650,6
17000000,8.723,4603929,107.0,6.3,123,1991,7,35286900,9556375,6
3500000,5.778,14000000,164.0,6.3,37,2005,8,5023200,20092800,6
4200000,12.893,38862717,132.0,6.1,326,2006,1,5830440,53949223,6
2600000,7.216,2850263,91.0,6.1,48,1993,9,5024760,5508418,6
75000000,9.385,51142659,116.0,5.2,406,2003,9,113032500,77077101,5
40000000,2.062,312242626,107.0,6.1,2010,2016,12,45732000,356986994,6
10000000,9.107,17500000,97.0,5.8,335,2007,4,13446000,23530500,6
3705538,11.072,62548947,112.0,6.9,426,1992,2,7378096,124541208,7
4200000,0.952,4300000,166.0,3.0,2,2013,10,4957260,5075290,3
15000000,10.135,632542,105.0,6.4,302,2015,8,17184000,724640,6
94,0.663,370000,94.0,6.0,1,2005,1,134,531024,6
8000000,5.615,458232,99.0,6.0,34,2007,4,10756800,616138,6
27000000,8.72,96900000,113.0,7.0,794,1991,6,56043900,201135330,7
6,5.838,5,95.0,5.7,27,1995,1,10,9,6
1000000,13.929,9138338,95.0,6.9,357,2012,2,1204700,11008955,7
14000000,26.498,463000000,119.0,7.4,5149,1990,3,30626400,1012858800,7
50000,0.6,200000,85.0,5.0,1,2009,5,62944,251779,5
4615385,2.448,4346138,100.0,6.3,13,2012,8,5560154,5235792,6
45000000,12.269,31852619,94.0,5.4,272,2007,5,60507000,42829031,5
2000000,9.109,2506446,96.0,4.9,57,2002,2,3062200,3837619,5
28000000,8.88,8888143,119.0,6.3,147,1999,1,46572400,14783648,6
3500000,5.354,3119957,102.0,4.4,283,2007,6,4706100,4195094,4
18000000,10.053,382174,98.0,4.6,138,2008,5,23531400,499616,5
17610801,8.858,7005528,141.0,5.7,61,2008,10,23022600,9158326,6
35000000,12.494,16627188,87.0,5.6,140,2006,9,48587000,23081862,6
15000000,8.793,6700000,95.0,6.8,365,1995,9,27438000,12255640,7
40000000,12.711,34227298,109.0,5.8,1471,2015,10,45824000,39210792,6
15000000,6.713,1061,104.0,5.5,52,2013,6,17704500,1252,6
74000000,45.46,311594032,93.0,6.0,1577,2015,1,84774400,356962123,6
6000000,11.359,6852450,101.0,5.9,103,1999,2,9979800,11397680,6
13500000,9.56,19255873,124.0,7.9,1977,2013,1,15934049,22727706,8
10000000,8.089,14356479,95.0,6.4,134,1992,8,19911000,28585185,6
2300000,2.559,4500000,107.0,6.7,16,2013,3,2714690,5311350,7
4000000,10.191,1031243,96.0,6.2,279,2013,3,4721200,1217176,6
1500000,8.544,12000000,124.0,6.1,115,2004,8,2210550,17684400,6
5000000,3.382,388,95.0,4.5,21,2013,1,5901499,457,4
18000000,11.085,16702864,92.0,5.6,217,2004,6,26526600,24615010,6
70000000,21.613,154984035,118.0,6.0,2646,2014,1,81424000,180277429,6
11000000,8.149,10631747,130.0,7.4,339,2013,5,12983299,12548650,7
11000000,3.585,1659542,82.0,6.0,23,1992,4,21902100,3304314,6
7000000,2.606,2866324,138.0,6.8,2,2005,4,10046400,4113748,7
2100000,5.234,14487294,92.0,6.3,15,2007,3,2823660,19479615,6
100,2.138,105,30.0,5.7,6,2003,1,150,158,6
70000000,3.185,7250000,150.0,6.1,39,2005,12,100464000,10405200,6
4100000,2.888,5100000,136.0,6.8,52,2013,4,4839230,6019529,7
18000000,6.706,62000000,141.0,6.5,191,2013,8,21245400,73178600,6
23000000,8.245,57138719,117.0,6.1,146,1992,6,45795300,113768903,6
994000,7.02,165000,89.0,6.4,115,2006,3,1379870,229053,6
5000000,7.549,15000000,178.0,7.1,146,2006,10,6941000,20823000,7
6900000,3.801,15000000,157.0,5.7,43,2000,9,11231130,24415500,6
489,4.475,11,121.0,7.4,38,2006,1,678,15,7
8000000,7.858,143451,107.0,6.1,51,2006,2,11105600,199138,6
25000000,12.7,7343114,124.0,6.6,315,1996,11,44482500,13065602,7
45000000,8.362,4956701,120.0,6.3,204,1999,9,74848500,8244480,6
20000000,9.303,18937262,93.0,3.9,158,1996,7,35586000,33695070,4
50000000,11.289,9448082,114.0,6.6,289,2006,8,69410000,13115827,7
32000000,13.92,69055695,107.0,6.2,800,2010,8,40422400,87231153,6
35866397,5.287,20217080,98.0,7.4,111,2001,12,56468055,31829770,7
4000000,21.741,4100000,103.0,3.9,276,2009,4,5035600,5161490,4
8,2.619,17,100.0,5.8,4,1998,11,13,28,6
7800000,5.409,326563,109.0,5.9,31,2004,9,11494860,481255,6
10900000,14.071,16505460,105.0,7.2,496,2013,1,12865269,19481394,7
70000000,10.974,25852764,98.0,4.0,294,2002,8,107177000,39583166,4
1804296,8.003,1089975,94.0,6.3,93,1993,3,3486982,2106485,6
17500000,6.149,7018189,93.0,5.7,34,2013,11,20655250,8283568,6
47000000,7.049,53396354,100.0,6.6,87,2013,12,55474099,63023716,7
18000000,11.339,1196307,115.0,6.4,336,2006,9,24987600,1660713,6
9272437,7.46,11672363,105.0,5.4,127,2014,3,10785698,13577292,5
5000000,11.275,26888376,97.0,6.9,836,2006,7,6941000,37326443,7
4913400,9.792,10871449,96.0,6.7,277,2007,1,6606557,14617750,7
7400000,8.22,7690013,96.0,6.2,112,1994,4,13889800,14434154,6
578034,4.825,1923918,115.0,8.1,47,1999,8,961443,3200052,8
4000000,8.585,143101,97.0,5.4,129,2015,3,4582400,163936,5
225000,9.627,2900000,99.0,6.8,86,1990,3,492210,6344040,7
10000000,10.481,1271244,104.0,7.0,84,2003,2,15071000,1915891,7
5200000,2.634,5900000,178.0,5.2,29,2001,3,8186880,9288960,5
90,7.757,1410778,91.0,6.3,94,2005,9,129,2024748,6
28000000,11.044,14051384,123.0,5.4,411,1998,5,47294800,23734192,5
10000000,6.263,5164404,140.0,6.5,50,2000,9,16277000,8406100,6
1200000,5.526,2861020,114.0,6.2,38,2013,4,1416360,3376861,6
4600000,6.136,25000000,186.0,7.5,153,2013,12,5429380,29507499,8
5000000,5.804,25900,84.0,4.8,41,2006,6,6941000,35954,5
1000000,9.251,779137,88.0,6.6,55,2000,1,1627700,1268201,7
17000000,16.511,182057016,103.0,6.8,989,1995,4,31096400,333018693,7
25000000,10.359,13071518,128.0,6.9,182,1995,9,45730000,23910420,7
7000000,5.031,1100000,93.0,4.2,19,2008,10,9151100,1438030,4
5500000,8.003,5000000,130.0,5.7,89,2014,7,6397600,5816000,6
3000000,4.944,12000000,143.0,6.0,39,2002,12,4593300,18373200,6
8800000,11.417,72962,90.0,5.9,149,2004,1,12968560,107524,6
13000000,9.26,7820688,94.0,6.6,372,1994,4,24401000,14679431,7
4180000,4.391,11000000,153.0,4.8,44,2008,7,5464514,14380299,5
500000,4.948,1000000,93.0,5.8,49,2012,3,602350,1204700,6
5000000,10.647,782102,90.0,6.2,99,2007,1,6723000,1051614,6
2600000,8.106,3368452,103.0,4.6,136,2004,2,3831620,4964087,5
28000000,10.178,16900000,132.0,6.9,276,1996,10,49820400,30070170,7
3900000,2.259,5600000,153.0,6.7,26,2013,7,4603170,6609679,7
18500000,9.204,31912793,100.0,6.2,1290,2009,9,23289650,40175015,6
130000000,10.166,62500000,89.0,5.1,138,2000,11,211601000,101731250,5
25000000,9.021,13000000,100.0,6.4,232,1999,8,41582500,21622900,6
24000000,9.663,12372410,107.0,5.1,108,2000,7,39064800,20138571,5
3500000,11.692,16324573,93.0,6.1,203,1990,3,7656600,35711635,6
2000000,9.28,48390,91.0,6.2,54,2014,2,2326400,56287,6
11000000,9.404,23978402,86.0,4.2,100,2001,12,17318400,37751596,4
76000000,12.203,35134820,88.0,4.0,237,2000,6,123705200,57188946,4
22000000,7.433,11511031,98.0,6.3,79,1991,11,45665400,23893447,6
30000000,23.32,82394288,100.0,6.0,3321,2013,10,35409000,97249978,6
4000000,7.121,7537453,159.0,7.2,141,2007,6,5378400,10134859,7
60000000,14.215,78460699,101.0,5.9,789,2008,11,78438000,102571671,6
40000000,6.279,7785317,125.0,6.8,97,2008,3,52291999,10177744,7
7000000,8.385,10229331,93.0,5.1,62,2001,11,11020800,16105058,5
7000000,7.633,14702438,92.0,6.2,149,1996,3,12455100,26160047,6
11000000,3.489,12000000,145.0,6.5,37,2007,5,14790600,16135200,6
5300000,9.791,3897799,122.0,7.1,735,2002,5,8114829,5967920,7
24000000,11.018,8434146,124.0,5.7,100,1999,12,39919200,14028515,6
4000000,8.199,9800000,90.0,6.7,292,2013,7,4721200,11566939,7
35000000,9.481,4651977,114.0,7.0,120,1992,2,69688500,9262551,7
10000000,6.596,15500000,80.0,3.8,35,2008,8,13072999,20263150,4
9000000,6.982,2955039,97.0,6.4,63,2007,1,12101400,3973345,6
5740000,4.805,4098613,110.0,6.5,41,2003,8,8650754,6177019,6
5200000,0.901,355974,108.0,3.0,6,2002,6,7961719,545031,3
13000000,7.103,29296,86.0,6.1,76,1993,11,25123800,56617,6
30000000,7.714,13130349,140.0,6.7,61,1997,2,51858000,22697121,7
6000000,8.885,2025238,95.0,6.0,86,2001,11,9446400,3188534,6
3250000,4.203,32788,107.0,6.7,10,2006,9,4511650,45516,7
150000000,3.435,373062864,107.0,6.2,7763,2009,4,188835000,469648839,6
4600000,3.018,7300000,148.0,6.1,21,2013,7,5429380,8616190,6
25000000,10.266,39404261,102.0,5.6,311,1990,9,54690000,86200761,6
12500000,1.96,123021750,94.0,6.5,1,2001,11,19680000,193685443,6
8169363,9.941,8175346,90.0,6.1,435,1995,11,14943398,14954342,6
70000,1.315,20000,87.0,4.1,4,2009,6,88123,25177,4
11500000,10.633,3275585,100.0,6.0,92,1993,9,22224900,6330395,6
15000000,9.615,6414729,89.0,5.0,197,2009,8,18883500,8075502,5
8000000,6.461,365134,139.0,5.1,63,2004,7,11789600,538097,5
10000000,12.205,1412181,94.0,6.1,263,2013,2,11802999,1666797,6
2159280,7.899,15298355,82.0,7.3,615,2013,10,2548598,18056648,7
4000000,13.897,10898293,92.0,4.7,442,2016,5,4573200,12460018,5
5112027,7.675,5586646,113.0,6.1,163,2013,6,6033725,6593918,6
21000000,8.954,28008462,109.0,6.1,284,2001,3,33062400,44096522,6
1900000,4.995,5900000,123.0,6.9,47,2005,1,2726880,8467680,7
12000000,9.645,84967,92.0,6.4,90,2005,10,17222400,121944,6
1500000,7.056,1080000,122.0,7.3,126,2000,1,2441550,1757916,7
5729000,2.314,1220709,88.0,5.3,10,2009,3,7212238,1536750,5
10000000,14.075,47536959,110.0,7.3,1056,2009,6,12589000,59844277,7
5200000,8.821,2459895,99.0,6.1,125,1990,1,11375520,5381266,6
47000000,8.91,30002758,99.0,6.0,827,2002,11,71961700,45937222,6
1500000,4.607,56000,97.0,5.0,28,2009,4,1888349,70498,5
8000000,2.398,10814122,101.0,4.6,29,2009,10,10071200,13613898,5
8000000,6.402,5656388,97.0,5.0,78,1996,3,14234400,10064411,5
3000000,7.6,15119639,106.0,7.1,249,1994,8,5631000,28379562,7
10000000,10.001,26330482,93.0,6.5,279,2000,1,16277000,42858125,6
3000000,6.958,2037545,101.0,5.5,55,2004,1,4421100,3002730,6
250000,9.358,144008,101.0,5.1,150,2002,6,382775,220490,5
1350000,9.107,28356188,105.0,8.2,4307,1998,5,2280285,47896437,8
28000000,9.523,8345056,86.0,5.6,112,1997,11,48400800,14425263,6
1300000,0.6,95000,92.0,2.0,2,2007,12,1747980,127737,2
14000000,10.467,32645546,106.0,6.3,140,2005,2,20092800,46852887,6
250000,1.269,10000,110.0,7.0,9,1993,3,483150,19326,7
4900000,4.06,11000000,141.0,6.4,53,2005,6,7032480,15787200,6
6000000,10.562,35547761,95.0,6.6,179,2000,1,9766200,57861090,7
93000000,1.202,368780809,92.0,6.1,4844,2001,7,146419200,580608505,6
22000000,7.429,55000000,146.0,5.9,94,2014,7,25590400,63976000,6
9000000,5.225,1046166,97.0,4.6,22,2005,8,12916800,1501457,5
25000000,4.092,16815892,130.0,5.2,39,2009,2,31472499,21169526,5
9000000,6.491,252706,92.0,5.7,31,2001,12,14169600,397860,6
18000000,7.225,5546827,96.0,5.5,60,1991,9,37362600,11513548,6
9458736,11.914,22832174,93.0,6.4,981,2015,2,10835927,26156538,6
1490000,1.96,378187,87.0,6.8,14,2011,12,1851771,470010,7
2000000,5.847,650675,125.0,6.5,46,2013,6,2360600,767991,6
9500000,0.6,6800000,150.0,3.2,31,2013,3,11212850,8026039,3
3000000,14.709,10012022,82.0,7.1,1134,2003,6,4521300,15089118,7
30000000,6.52,1750000,105.0,6.7,79,2015,9,34368000,2004800,7
20000000,9.226,9722918,122.0,6.8,298,2016,12,22866000,11116212,7
37000000,2.421,5500000,120.0,4.5,17,2013,5,43671100,6491649,4
5500000,5.816,22159216,123.0,7.0,113,2015,8,6300800,25385597,7
1490000,11.847,22468044,96.0,7.0,613,2016,8,1703517,25687714,7
6000000,9.822,6174491,116.0,6.8,535,2016,4,6859800,7059295,7
7000000,7.024,10000000,109.0,5.8,75,2003,10,10549700,15071000,6
450000,6.876,2049595,89.0,7.0,55,1999,7,748485,3409091,7
400000,7.73,95687,90.0,6.9,48,2006,3,555280,132832,7
13000000,12.138,18704595,102.0,7.1,1049,2015,11,14892800,21427984,7
15000000,23.722,108286421,104.0,6.9,5592,2016,10,17149500,123803865,7
916000,9.355,6179955,99.0,6.3,56,2017,4,1034164,6977169,6
8000000,10.701,34694,95.0,6.4,967,2016,2,9146400,39665,6
11500000,7.714,69564,93.0,5.9,193,2008,1,15033949,90941,6
1500000,6.876,626057,85.0,6.4,56,1997,10,2592900,1082202,6
2000000,7.015,21665468,105.0,7.1,252,1992,4,3982200,43138113,7
1000000,5.156,10018,78.0,5.8,37,2006,4,1388200,13906,6
1000,2.008,1000,154.0,6.1,6,2001,2,1574,1574,6
6000000,14.46,13609396,89.0,5.9,216,1993,2,11595600,26301518,6
13000000,9.003,23727301,129.0,6.7,433,2005,6,18657600,34053422,7
42000,7.976,241816,90.0,6.7,73,2000,1,68363,393603,7
17000000,8.713,7603766,106.0,6.5,67,1995,3,31096400,13908808,6
5393500,2.256,8552550,160.0,4.4,9,2013,9,6365948,10094574,4
25000000,8.742,24362772,108.0,5.1,111,2000,3,40692500,39655283,5
10000000,12.051,30652890,130.0,6.9,1682,1999,12,16633000,50984951,7
35000000,8.484,18012097,88.0,4.6,70,2002,7,53588500,27578321,5
