BUDGET,POPULARITY,REVENUE,VOTE_AVERAGE,VOTE_COUNT,TAGLINE,release_year,release_month,New_Budget,New_Revenue,New_Vote_Avg
12000000,9.949,22750363,7.3,386,"It's not the size of the dog in the fight, It's the size of the fight in the dog.",1993,9,23191200,43967351,7
10000000,11.699,11411644,6.2,144,Saving the world before bedtime!,2002,3,15310999,17472368,6
4800000,14.949,79384880,7.5,1516,The German Democratic Republic lives on -- in 79 square meters!,2003,9,7234080,119640952,8
30000000,8.449,26810113,6.3,344,"Life, death and something in between.",2007,4,40338000,36048877,6
40000000,8.198,49627779,4.6,319,The gates of hell are unlocked.,1996,8,71172000,88302707,5
80000000,11.199,162944923,6.3,897,The truth needs no translation.,2005,8,114816000,233858553,6
70000000,14.95,134748021,6.0,1006,Gordon never gives up.,2010,2,88424000,170213700,6
6500000,12.147,28451622,7.0,386,A weekend wasted is never a wasted weekend.,1999,9,10811450,47323582,7
37000000,11.449,64762724,4.9,304,Go Bananas!,2008,7,48370100,84664309,5
12500000,8.357,3878993,6.5,72,Dream for the fences.,2010,1,15790000,4899943,6
15000000,13.196,7938872,6.5,1324,"You must admit, you brought this on yourself",2007,10,20169000,10674607,6
10000000,11.447,136836156,6.9,918,Share the journey. Share the laughter.,2011,11,12427999,170059974,7
4000000,7.653,18591272,6.2,57,Two worlds collide.,2002,6,6124400,28465096,6
30000000,10.943,29202884,6.3,136,Brace yourself. This politician is about to tell the truth!,1998,5,50673000,49326591,6
40000000,9.696,36893721,5.5,735,She's looking for a few not-so-good men,2012,1,48188000,44445865,6
5000000,11.442,7951247,7.1,229,There is no such thing as the simple truth.,1997,9,8643000,13744525,7
6000000,10.948,1020921,6.0,206,A coming of age story,2014,5,6979200,1187535,6
8000000,11.94,21706101,7.2,425,Everything you've heard is true!,1992,3,15928800,43219017,7
15000000,11.192,5926410,6.4,422,You can't escape your lies.,2008,1,19609500,7747595,6
30000000,8.172,1123136,3.8,91,The nature of fear,2005,4,43056000,1611924,4
16000000,9.89,11486880,6.6,215,Once upon a time...,1997,7,27657600,19856220,7
20500000,14.644,6063556,5.6,781,How far can he go before he goes too far?,2012,5,24696350,7304765,6
40000000,7.942,24719215,6.5,314,A family of whales trapped beneath the ice. One unforgettable rescue.,2012,2,48188000,29779238,6
10000000,9.94,20342161,5.8,153,"In a time of crisis, America will call Reno 911!",2007,2,13446000,27352069,6
25000000,10.189,82466670,7.0,899,Love. At any cost.,2005,8,35880000,118356164,7
30000000,9.187,15368897,5.3,134,Is it love... or are they just imagining things?,2003,6,45213000,23162464,5
27500000,13.687,24748670,6.5,445,What if someone you love... just disappeared?,2007,7,36976500,33277061,6
2300000,8.937,4600000,7.4,156,Don't miss the train!,2007,10,3092580,6185160,7
82000000,13.686,47434430,7.2,1123,"Hello, my name is Andy and this is my Letterboxd page.",1999,12,136390600,78897687,7
15000000,12.385,44862187,6.7,879,No One Is Above The Law.,1997,8,25929000,77548776,7
11000000,10.933,64088552,7.5,847,"Truth, Justice and the Gambini Way",1992,3,21902100,127606715,8
21000000,10.685,54926886,6.7,835,Two brothers on opposite sides of the law. Beyond their differences lies loyalty.,2007,9,28236600,73854690,7
10000000,10.084,21786738,6.4,451,How do you say goodbye to someone you can't imagine living without?,2007,11,13446000,29294447,6
20000000,11.197,9438370,6.3,196,Inspired By True Events,2017,10,22580000,10655919,6
15000000,10.932,9902115,5.6,159,How low will they go to get the girls of their dreams?,2000,3,24415500,16117672,6
22000000,15.686,9479718,5.2,432,Some People Tell Lies. Others Live Them.,2010,7,27790400,11974779,5
8000000,10.699,2455027,6.8,204,You can’t get anywhere on your own,2018,6,8844000,2714032,7
15000000,13.435,15608545,5.5,767,You can't spell Kung Fu without F and U!,2012,2,18070500,18803614,6
32000000,10.432,75108998,4.0,206,They've made our world their battleground,2007,8,43027200,100991558,4
27000000,11.431,13000000,5.6,195,Who's next?,2004,8,39789900,19158100,6
3500000,9.682,34705850,6.6,1025,"Nic and Jules had the perfect family, until they met the man who made it all possible.",2010,9,4421200,43840429,7
90000000,11.679,140807547,6.1,685,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",1997,12,155574000,243399925,6
9000000,9.679,41590886,7.2,188,It's about crime. It's about payback. It's about survival.,1996,6,16013700,74002663,7
25000000,9.928,10719357,4.8,103,Watch who you leave behind.,2002,10,38277500,16412407,5
5000000,10.677,1702394,4.9,131,No judge. No jury. No appeals. No deals.,1994,1,9385000,3195393,5
22000000,8.927,39071603,6.6,151,"Having a wonderful time, wish I were here.",1990,9,48127200,85473038,7
31000000,14.177,28000000,6.7,583,Fighting countries can still love...,2006,7,43034200,38869600,7
20000000,10.177,22222308,7.2,709,Let in the unexpected.,2007,3,26892000,29880115,7
35000000,11.676,25224242,7.1,360,All she wanted was to make a living... Instead she made history.,2005,12,50232000,36201832,7
7500000,8.428,1359910,6.6,185,Sometimes you have to leave home to find your family.,2013,10,8852250,1605101,7
28000000,12.673,41230799,6.6,219,Never before has a man done so much with so little.,1997,7,48400800,71271559,7
35000000,15.586,85416905,5.3,1380,"When a man has lost everything, he only has revenge.",2008,10,45755500,111665519,5
6000000,10.176,3485127,6.7,823,She thought she was out,2014,3,6979200,4053899,7
40000000,12.422,90029656,5.9,1207,Aaron Green has 72 hours to get a Rock Star from London to L.A. Pray for him.,2010,4,50528000,113725461,6
50000000,12.42,110463140,5.9,581,How do you get the world's attention?,1997,9,86430000,190946583,6
20000000,12.67,54586584,7.3,1458,Never blend in.,2008,5,26145999,71361041,7
30000000,10.919,15395087,6.4,511,Was Shakespeare a Fraud?,2011,10,37284000,19133014,6
9000000,11.928,13960394,6.5,1750,I want them to see what they have done to Jack.,2016,2,10289700,15960918,6
30000000,11.166,18618284,6.7,342,Every secret takes on a life of its own.,2005,9,43056000,26720961,7
8000000,10.418,10130000,6.1,351,"There are hundreds of nights in high school, but there’s only one prom.",2011,4,9942400,12589563,6
25000000,11.664,44480039,6.4,366,"When the odds are against you, sometimes the only bet is yourself.",1997,7,43215000,76888195,6
85000000,15.523,219103655,6.4,899,First comes marriage. Then comes divorce. And then...,2009,12,107006499,275829591,6
36000000,12.169,57284237,7.3,740,A journey out of darkness into light,2013,12,42490800,67612584,7
4000000,11.914,43498108,7.1,903,There's A Storm Coming,2009,11,5035600,54759768,7
20000000,8.664,16605763,5.6,116,One good shot deserves another.,2004,3,29474000,24471912,6
3000000,9.914,2357852,7.0,537,"Live, love and give as good as you get.",2009,5,3776699,2968299,7
13000000,7.164,51723285,6.7,232,The Fate of an Empire Is in His Hands,2010,9,16421600,65336853,7
10000000,11.02,8667684,5.1,62,More hip than humanly possible.,1991,9,20757000,17991511,5
25000000,11.163,48531470,7.1,1101,The one thing friends can't escape is a few home truths.,2010,10,31580000,61304952,7
10000000,10.161,1415804,5.6,184,Her husband is dead and he's taking the news badly...,2008,7,13072999,1850880,6
17000000,13.159,10921200,4.8,267,When You Think The Worst Has Happened... Think Worse,2007,9,22858200,14684645,5
28000000,15.463,100654149,6.2,1009,One day can change everything.,2014,8,32569600,117080906,6
10892000,10.304,68325551,7.4,62,There's no way out,2019,7,11754646,73736934,7
15000000,9.407,11992014,5.3,199,The past never dies. It kills.,2006,10,20823000,16647313,5
60000000,12.905,157920733,6.2,826,You can't stop the thunder.,1990,6,131256000,345467395,6
15000000,9.155,23014206,6.3,262,It's not about the money. It's about the money.,2003,4,22606500,34684709,6
7000000,14.653,5430822,6.2,153,He's seen the future. Now he has to kill it.,1992,1,13937700,10813309,6
24000000,10.404,36609995,6.4,173,A comedy straight from the heart,2000,7,39064800,59590088,6
8538703,8.852,5000000,7.2,1204,She murders. So she can live.,1990,2,18679266,10938000,7
5741614,13.367,1471656,7.0,538,Sometimes the most terrifying discovery is who you really are,2017,9,6482282,1661499,7
94000000,13.151,54744738,4.9,431,Get ready for the race of your life.,2001,4,147993600,86190115,5
25000000,11.651,21567853,6.8,407,"The father, the son and the holy game.",1998,1,42227500,36430260,7
40000000,11.648,8493890,6.2,174,They have forty-five minutes to save the world. They need forty-six.,2002,5,61243999,13004994,6
25000000,11.648,100000000,4.8,295,You say you want a revolution?,1997,12,43215000,172860000,5
6500000,9.351,2401510,6.6,524,"Spy on us, we'll spy on you.",2013,5,7671949,2834502,7
80000000,10.648,10166502,6.6,186,The most daring rescue mission of our time is a story that has never been told,2005,12,114816000,14590963,7
21000000,11.898,49050886,5.7,636,This is one sad family.,2010,4,26527200,61961079,6
48000000,11.345,76019048,6.2,917,If they lived in the same century they'd be perfect for each other.,2001,12,75571200,119684389,6
40000000,10.894,31670620,6.8,402,No day but today.,2005,11,57408000,45453673,7
22000000,9.393,110627965,5.9,792,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",1995,7,40242400,202360673,6
68000000,11.592,113579918,6.7,998,There are no partners in crime.,2001,7,107059200,178820222,7
24000000,12.141,88545092,7.0,717,A story about how far we must travel to find the place where we belong.,1999,12,39919200,147277051,7
4000000,8.397,5169755,7.1,634,"Life, death, redemption",2014,9,4652800,6013459,7
8000000,8.397,1411927,6.8,494,Greed is the only game in town.,2014,9,9305600,1642353,7
50000000,15.291,6808550,5.0,160,It's all in who you trust,2004,1,73685000,10033760,5
11000000,12.138,8000000,4.8,102,The Wilcoxes were having some problems around the neighborhood... until the ultimate security system landed in their backyard.,1991,4,22832700,16605599,5
30000000,11.639,82150642,7.2,918,Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.,1998,9,50673000,138760649,7
6000000,8.641,7875862,7.0,228,Truth is stranger than family,2009,6,7553399,9914922,7
38000000,9.389,10300000,6.3,199,The strongest will in nature is the will to survive.,1996,2,67613400,18326790,6
85000000,14.138,77741732,5.4,607,Lights. Camera. Aggravation.,2002,3,130143499,119030365,5
15000000,15.275,43101594,7.6,1961,"The life of a dreamer, the days of a business, and the nights in between.",1997,7,25929000,74505415,8
17000000,11.588,20455276,6.0,263,The most fun you can have without a passport.,2009,5,21401300,25751146,6
7000000,9.136,8349430,7.3,269,Where there's smoke... there's laughter!,1995,9,12804400,15272777,7
12000000,11.384,43440294,7.1,616,The Story of an American Family.,1992,9,23893200,86493969,7
32000000,9.134,59927618,5.1,300,The big city is about to get a little savage.,1997,4,55315200,103590880,5
9000000,9.883,4777465,6.6,178,Insanity is relative.,2002,9,13779900,7314776,7
30000000,10.882,15556340,4.7,504,It's a kind of magic.,1991,11,62271000,32290294,5
20000000,9.634,27074492,6.4,591,He sees dead people... and they annoy him.,2008,9,26145999,35394483,6
1700000,10.634,1007962,5.1,183,See it with someone you ****,2009,5,2140130,1268923,5
6600000,8.134,37710610,6.1,144,Sometimes the only way to get past family drama... is to jump right over it.,2011,6,8202479,46866746,6
11000000,8.631,46396427,6.2,143,Back in Action,2006,11,15270200,64407519,6
55000000,10.631,9450897,5.9,182,Some people will do anything to gain power. Some will do anything to keep it.,2006,10,76351000,13119735,6
12000000,8.379,11000000,6.9,105,"At the end of the century, the greatest battle has begun!",1991,12,24908400,22832700,7
14000000,8.13,5108820,5.6,139,"It can turn you on, or turn on you.",2000,4,22787800,8315626,6
50000000,8.95,102205175,6.0,77,Roaring soon,2016,12,57165000,116851176,6
40000000,13.63,26155781,5.7,606,"They missed each other. This time, their aim is better.",2004,7,58948000,38545774,6
23000000,9.633,15600000,6.7,547,Too much of a good thing is wonderful,2013,5,27146899,18412680,7
12000000,9.133,100129872,7.4,1155,These two unlikely companions are on a journey to find her long lost son.,2013,1,14163599,118183287,7
25000000,12.63,1037335,6.2,227,Every day thousands of people illegally cross our borders... only one thing stands in their way. America.,2009,10,31472499,1305901,6
25000000,13.337,15436808,6.6,1187,The true story of one man against the biggest drug cartel in history.,2016,7,28582500,17648902,7
4000000,12.378,44909486,6.7,575,A lifetime of change can happen in a single moment.,2001,7,6297600,70705494,7
55000000,10.126,31987563,5.5,312,San Francisco's top police hostage negotiator is about to get more than he ever bargained for.,1997,1,95073000,55293701,6
14000000,12.124,14343028,4.5,251,This time you can't change the channel.,2001,4,22041600,22581663,4
8000000,8.625,23563727,7.0,208,The music will inspire them. The dream will unite them. This summer get crunk.,2005,7,11481600,33818660,7
4000000,8.625,4630045,5.8,178,Welcome to the slammer,2006,11,5552800,6427428,6
45000000,10.205,17300889,5.0,319,Slam Evil!,1996,6,80068500,30783471,5
5000000,11.604,15179302,4.5,353,The second coming,2013,2,5901499,17916130,4
23000000,8.188,16123851,5.7,238,"On September 1st, a heroine will rise.",2004,1,33895100,23761719,6
5000000,9.093,1183258,6.7,127,The Obscenity Trial That Started a Revolution. The Poem That Rocked a Generation.,2010,8,6316000,1494691,7
37000000,7.364,6482195,6.0,131,The hunter becomes the hunted.,1997,10,63958200,11205122,6
12000000,9.604,19271312,7.2,476,Are you still in the mood for love?,2004,5,17684400,28400132,7
64000000,13.309,74608570,5.4,191,In a perfect world...they never would have met.,1999,8,106451200,124096434,5
20000000,8.939,27728118,7.6,282,All's fair in love and basketball.,2000,4,32554000,45133057,8
10000000,3.728,5900000,1.5,2,Departing to Hell.,2014,3,11632000,6862880,2
120000000,15.949,227817248,5.5,2323,Breaking the Law to Protect It.,2011,12,149136000,283131275,6
38000000,8.69,299288605,6.6,1727,It's about finding the love of your life. And deciding what to do about it.,1997,6,65686800,517350282,7
80000000,17.413,169852759,5.4,1113,Welcome to his jungle.,2011,6,99423999,211093008,5
19000000,4.555,8300000,6.6,54,Where it all began...,2010,7,24000800,10484560,7
3000000,6.285,6000000,7.2,140,Stop and taste the world,1999,9,4989900,9979800,7
20000000,12.733,8586376,5.0,389,"... once you're on, you'll want to get off...",2002,1,30621999,13146600,5
11795877,10.206,3603484,6.7,264,In the fight for freedom everyone played a part.,2017,6,13317545,4068333,7
20000000,18.759,80547866,4.1,862,Some sagas just won't die.,2010,8,25264000,101748064,4
7000000,7.932,12400000,5.7,106,"Cold can freeze your heart, love can set you free",2012,11,8432900,14938280,6
7200000,9.144,12629471,6.7,189,"In the fight for equal rights, an ordinary woman achieves something extraordinary.",2010,11,9095040,15953547,7
55000000,9.432,141047179,6.3,306,The Most Anticipated Motion Picture Event of The Year,1996,12,97861500,250965245,6
2200000,8.063,11502151,7.4,255,A Generation Awakens,2006,1,3054040,15967286,7
7000000,7.849,20851521,7.0,23,Love is courage.,1994,9,13139000,39138304,7
10000000,16.06,1068682,5.1,339,Stay in the light.,2010,11,12632000,1349959,5
21000000,10.047,23450000,6.3,127,"A motion picture that celebrates the art of survival, the gift of laughter and the miracle of friendship.",1995,3,38413200,42894740,6
4500000,5.464,16000000,8.0,77,"A great duel of supersonic speed. Super Genetic Beast Gyaos attacks!! Battle, Guardian Deity Gamera: for the sake of the childrens' futures.",1995,10,8231400,29267200,8
6000000,11.255,41387687,6.4,494,A mostly true story,2015,11,6873600,47413734,6
1850000,5.807,16540000,6.7,72,...and they returned to take revenge!,1995,1,3384020,30254968,7
6900000,12.861,44287131,5.8,1280,Fear reaches out... for the girl next door.,2012,9,8312430,53352706,6
4500000,2.863,5000000,5.8,17,Born wild. Born blind. Born to fight. Born to fly.,2010,8,5684400,6316000,6
25000000,12.089,14063331,6.1,440,The greatest danger facing our world has been the planet's best kept secret... until now.,1996,5,44482500,25022884,6
23000000,8.714,5837674,6.6,101,"To save a nations future, they must protect one man from its past.",2009,12,28954699,7349047,7
24000000,8.038,31600000,5.5,56,One big shot. One big mouth. The switch is on.,2001,12,37785600,49751040,6
15000000,8.02,1143856,5.2,141,What If everything you believed was a lie?,2008,12,19609500,1495362,5
20000000,9.64,15379253,6.2,122,Larry Burrows Wished For It All... Until All That He Wished For Came True!,1990,12,43752000,33643653,6
85000000,22.812,297138014,6.4,2303,A persons a person no matter how small!,2008,3,111120499,388448525,6
18000000,8.047,6007194,7.3,364,"When life loses its wonder, all it takes is one person who still believes in magic",2010,2,22737600,7588287,7
78000000,4.677,209196298,7.0,2713,Before the Silence.,2002,9,119425800,320300451,7
25000000,5.426,12000000,5.4,70,The All New Animated Family Spectacular Adapted From The Musical By Rodgers And Hammerstein,1999,3,41582500,19959600,5
1800000,7.816,31517561,7.3,121,They're back... and they're not alone!,2006,1,2498760,43752678,7
4700002,6.164,1672292,7.3,118,A ride you'll never forget...,2008,10,6144312,2186187,7
25000000,8.635,1614266,5.7,82,Earth's Only Hope,1996,1,44482500,2872263,6
92000000,16.933,494471524,6.4,2085,The Dark Side of Nature,1996,10,163695600,879813182,6
11000000,7.87,59520298,6.6,256,Four Friends Looking For A Little Harmony,2012,8,13251700,71704103,7
7120949,4.351,29433930,6.3,32,Believe but be doubtful,2018,3,7872209,32539209,6
35000000,23.201,194564672,7.2,4597,Experience never gets old,2015,9,40096000,222893288,7
8500000,5.2,9100000,7.0,56,A Reason To Live,1999,4,14138050,15136030,7
10000000,8.614,1461989,6.7,203,Humanity's last chance for survival.,2004,4,14737000,2154533,7
32000000,15.509,97918663,5.4,581,24 hours. 350 miles. His girlfriend's kids. What could possibly go wrong?,2005,1,45926400,140532865,5
35000000,63.938,19294901,5.3,382,What doesn't kill you makes you stronger.,2005,2,50232000,27692041,5
150000000,32.249,385680446,7.4,7454,The future begins.,2009,6,188835000,485533113,7
55000000,16.386,43042835,6.0,901,Did you ever wish for the impossible?,2010,1,69476000,54371709,6
30000000,8.393,9898412,6.3,395,They've been bad. Very bad.,1998,11,50673000,16719407,6
22000000,8.008,17709155,7.4,553,Without an enemy there can be no war.,2005,9,31574400,25416179,7
3730500,10.351,6294161,5.9,173,Act like a criminal to catch a criminal.,2012,11,4494133,7582575,6
6000000,8.467,12353768,5.9,156,When a hero falls a legend will rise,2004,4,8842200,18205747,6
2000000,3.939,38135878,6.4,76,The Highest Command,2008,6,2614600,49855033,6
58000000,0.817,44000000,6.2,3118,Hiring them was a brilliant mistake.,2013,7,68457400,51933199,6
17000000,20.469,55041738,6.0,938,Blood is thicker than Water.,1998,5,28714700,92970999,6
20000000,7.704,11341016,6.2,59,"When you follow your dream, there's no telling what you'll become.",2004,4,29474000,16713255,6
5000000,10.834,42000000,6.3,137,He's Back...and It's About Time!,1996,12,8896500,74730600,6
15000000,15.704,46770602,6.2,951,The dead shall inherit the Earth.,2005,6,21528000,67125167,6
40000000,8.674,22433915,5.8,213,When you're searching for a killer... the last suspect you want to see is your son.,2002,6,61243999,34348567,6
50000000,13.714,61112916,4.8,392,It's going to be a ruff day.,2006,9,69410000,84836949,5
80000000,9.691,5989640,4.6,229,Some Rules Should Never Be Broken.,2005,5,114816000,8596331,5
100000000,14.194,103039258,6.0,4152,"Yesterday, Dr. Will Caster was only human...",2014,4,116320000,119855264,6
5000000,10.912,5476060,6.2,112,Welcome to disorganized crime.,2001,7,7872000,8621508,6
20000000,12.578,36620508,5.6,476,It's funny what love can make you do...,2008,9,26145999,47873990,6
7700000,8.387,1072602,5.9,275,Nature teaches beasts to know their friends.,2011,2,9569560,1333029,6
1500000,5.333,6000000,6.7,42,A Law & Order Enterprise,2002,4,2296650,9186600,7
4700000,5.45,31000000,6.8,73,"Think big, think ahead and think fast.",2007,12,6319620,41682600,7
2900000,7.387,4800000,7.5,188,"We, the people",2004,12,4273730,7073760,8
5600000,6.917,14768451,6.8,138,The untold story of the crime Stalin could not hide,2007,9,7529760,19857659,7
13000000,6.511,2570145,5.0,35,Three boys' journey to discovery in the Hollywood of the early sixties.,1993,3,25123800,4967062,5
15000000,10.71,1592853,6.0,179,One woman can change the course of history,2015,3,17184000,1824772,6
23000000,15.521,76488889,6.5,1402,He doesn't care if you're naughty or nice.,2003,11,34663300,115276404,6
6000000,8.336,3283371,6.7,85,The ultimate martial art.,1993,8,11595600,6345442,7
60000000,10.728,119940815,5.9,919,They can't keep their hands off each others assets.,2003,2,90426000,180762802,6
3200000,2.319,4800000,6.0,7,Justice Is Their Crime,2012,5,3855040,5782560,6
3000000,6.713,43515982,7.2,176,How far would you go to win a fortune!,1998,9,5067300,73502845,7
28000000,9.479,31596911,6.8,385,Honor made him a man. Courage made him a hero. History made him a legend.,1995,4,51217600,57797069,7
12000000,12.804,46044400,5.7,257,He's a good cop. In a bad mood.,1990,5,26251200,100726729,6
2380000,4.65,8176544,7.5,790,"Run with the crowd, stand alone, you decide.",2006,12,3303916,11350678,8
21000000,9.664,17600000,5.8,151,One ordinary guy is giving the candidates a reason to run.,2008,1,27453299,23008480,6
5100000,5.01,18000000,6.3,74,Sometimes good friends may be too good to share...,2012,7,6143970,21684600,6
80000000,13.048,53825515,5.6,410,"This Holiday Season, Be Italian",2009,3,100712000,67760940,6
35000000,6.853,14587732,5.6,60,The only thing they can count on is each other.,1991,1,72649500,30279755,6
110000000,15.723,72178895,5.9,1687,Let your imagination soar.,2004,6,162107000,106370037,6
3500000,7.183,14751272,5.7,276,"They might speak the language, but they haven't got a clue.",2009,10,4406150,18570376,6
80000000,9.717,118880016,6.2,504,A story of love lost and found.,1999,2,133064000,197733130,6
12000000,5.791,1263279,6.3,55,A Journey to Love,1998,11,20269200,2133804,6
6000000,11.067,58000000,6.6,857,What if one split second sent your life in two completely different directions?.,1998,4,10134600,97967800,7
31000000,8.772,41512007,6.1,671,She's the golden girl. He's the longshot. It's a match made in...,2004,9,45684700,61176244,6
15000000,9.47,21766271,5.6,362,The legend is never the whole story,2013,9,17704500,25690729,6
36000000,2.722,74000000,7.0,828,Freedom is not given. It is our right at birth. But there are some moments when it must be taken.,1997,3,62229600,127916400,7
30000000,9.102,16316273,7.1,489,Sometimes good people do evil things.,1998,11,50673000,27559816,7
28000000,16.527,90449929,6.2,1180,May the best moves win.,2000,8,45575600,147225349,6
1200000,1.929,2500000,5.2,15,Go Wakda,2012,12,1445640,3011750,5
3000000,2.829,7100000,6.9,15,"Moments of love, moments of pain.",1996,6,5337900,12633030,7
25697387,7.096,3849941,5.8,248,"Ordinary Guy, Extraordinary Spy.",2001,1,40457966,6061347,6
5000000,9.861,3049135,7.1,582,Not all angels are innocent.,1994,12,9385000,5723226,7
4500000,5.199,10000000,6.1,48,Double Dhamaka,1998,8,7600950,16891000,6
4000000,9.186,40700000,4.5,94,One kid's fantasy. One cop's nightmare.,1993,2,7730400,78656820,4
5000000,8.539,1296184,5.6,174,When it comes to war... America means business,2008,4,6536499,1694501,6
23000000,8.317,12803305,6.7,376,A story about the years that keep us apart... And the moments that bring us together.,1996,12,40923900,22780920,7
45000000,9.218,24000000,5.8,796,One part outrage. One part justice. Three parts rum. Mix well.,2011,10,55925999,29827199,6
94000000,6.721,95311434,7.4,460,Fighting for freedom,2011,12,116823199,118453050,7
38000000,2.754,207283925,6.9,6804,Live life 1/4 mile at a time.,2001,6,59827200,326347811,7
10000000,10.008,23574130,6.3,103,There's beauty in the patterns of life.,1995,6,18292000,43121798,6
8000000,9.097,18948425,6.9,196,Changing the world... one word at a time.,2006,4,11105600,26304203,7
2840000,5.576,11620000,7.3,161,Sridevi vs Angrezi,2012,9,3421348,13998614,7
180000000,51.132,758539785,7.1,10358,Don't believe the fairy tale.,2014,5,209376000,882333477,7
15000000,10.468,19158074,6.5,296,"If you could choose to live forever, would you?",2002,11,22966500,29332927,6
15000000,7.212,1583687,5.9,59,Move to your beat. Move to your moment. Move to your love.,2013,7,17704500,1869225,6
2000000,10.088,5179037,6.4,306,Open Your Mind. And Everything Else.,2006,5,2776400,7189539,6
35000000,9.051,63710000,6.8,516,Bob's a special kind of friend. The kind that drives you crazy!,1991,5,72649500,132242846,7
35000000,9.959,23562716,6.3,308,"In crime and comedy, timing is everything.",1991,4,72649500,48909129,6
22000000,11.334,19288130,6.5,262,No one is safe from son of sam,1999,2,36592600,32081946,6
130000000,44.559,519311965,7.1,14639,Heroes don't get any bigger.,2015,7,148928000,594923787,7
30000000,9.064,32500000,5.6,518,Cleanup on aisle 7.,2012,5,36141000,39152750,6
34000000,7.274,14400327,5.6,45,Sometimes the adventure of a lifetime becomes life itself.,2000,5,55341800,23439412,6
85000000,4.577,363164265,6.6,4937,New Model. Original Parts.,2009,2,107006499,457187493,7
8391922,7.197,13749809,5.8,105,The competition of life starts 19.10.12,2012,10,10109748,16564394,6
10000000,15.004,103166989,6.2,1351,These two opposites attract... but EVERYONE'S trying to keep them apart!,1999,1,16633000,171597652,6
68000000,14.118,203388341,6.8,2646,"Forget everything you know, and open your eyes.",2001,1,107059200,320214604,7
5000000,7.684,3377891,3.6,209,Some rentals are too good to be true.,2012,6,6023500,4069345,4
30000000,9.903,74787599,6.6,151,"A story about the memories that haunt us, and the truth that sets us free.",1991,12,62271000,155236619,7
40000000,19.976,87840042,5.3,799,Born in darkness. Sworn to justice.,1997,7,69144000,151840296,5
17010000,7.298,24941969,5.4,73,"Somewhere on the Mexican Riviera, a beautiful, rich heiress has gone missing. Only one man can find her. Unfortunately, they sent two",1991,9,35307657,51772045,5
15000000,10.511,10611160,6.0,218,There are very good reasons to be afraid of the dark.,1993,4,28989000,20507127,6
30000000,7.321,1198113,5.7,54,Her birthright was stolen. Her dignity taken. Her rights denied. Deception was the only option.,2001,11,47232000,1886309,6
2000000,5.305,5000000,5.0,3,Love surfaces in the strangest places.,2000,2,3255400,8138500,5
23030000,10.286,66000000,6.1,695,They come back!,1998,11,38899973,111480600,6
12000000,9.831,3148182,6.8,481,Sometimes we leave everything to find ourselves.,2008,11,15687599,4115618,7
25000000,6.296,2075084,6.7,150,A woman's dangerous and erotic journey...,1990,10,54690000,4539453,7
13000000,9.281,4619014,5.2,198,Sex Bugs Rock 'n Roll,1996,7,23130900,8218611,5
11000000,9.791,22551000,7.1,453,Romance. Mischief. Seduction. Revenge. Remarkable.,1993,7,21258600,43582062,7
10000000,16.527,21587700,7.0,1936,Running from his past. Hiding from the law. Only one way out.,2013,4,11802999,25479962,7
6788000,10.358,13878334,6.0,222,Dishes. Relationships. Wind. This guy breaks everything.,1991,4,14089851,28807257,6
90000000,13.95,14828081,4.9,219,"In the farthest reaches of space, something has gone terribly wrong.",2000,1,146493000,24135667,5
9000000,7.347,48965210,6.6,116,Trust No One. Suspect Everyone.,2013,1,10622700,57793637,7
10000000,10.919,3193102,6.7,225,Vengeance knows no boundaries.,1999,5,16633000,5311086,7
20000000,10.855,8380329,5.7,147,Love is inescapable,2007,9,26892000,11268190,6
70000000,12.166,131002597,6.1,564,The animal is out.,1994,6,131390000,245891874,6
1700000,7.002,1943649,5.5,80,Escaped convicts disguised as beauty pageant experts? This could get ugly,1999,3,2827610,3232871,6
17000000,8.048,4836637,6.7,62,Where the pros meet the cons.,1992,8,33848700,9630227,7
2500000,10.878,26386000,6.4,138,"If they get caught it's all over. If they don't, it's just the beginning!",1990,9,5469000,57722013,6
3000000,8.69,33946224,6.5,198,A life lived in fear... ...is a life half lived,1992,8,5973300,67590326,6
10000000,10.982,50752337,6.5,494,They can't skate. They can't win. They can't be serious.,1992,2,19911000,101052978,6
19000000,9.35,19748009,5.0,35,Little Engines CAN Do Big Things...,2000,7,30926300,32143834,5
3400000,7.385,17240000,7.3,449,Can You Fall In Love With Someone You Have Never Met?,2013,9,4013019,20348372,7
20000000,6.631,7000000,4.2,55,Laugh like your country depends on it.,2008,3,26145999,9151100,4
14000000,9.784,25482931,6.1,104,Money can make people do funny things.,2002,8,21435400,39016915,6
8000000,9.417,2500000,6.6,163,Where nothing is as it seems.,1993,2,15460800,4831500,7
25000000,9.622,41412264,4.3,106,First ever animated movie created for 3D,2008,8,32682499,54138252,4
19000000,9.025,11081586,5.8,200,A cop who'd rather be an artist. A mobster who'd rather be a comic. And a woman who'd rather be anywhere but between them.,1993,5,36719400,21416273,6
34000000,10.857,32255440,7.0,580,In a world of tradition. In an age of innocence. They dared to break the rules.,1993,9,65708400,62336863,7
30000000,11.155,35078241,6.6,329,The life of Beatrix Potter is the most enchanting tale of all.,2006,3,41646000,48695614,7
